Airline_IndiGo,Airline_Air India,Airline_Jet Airways,Airline_SpiceJet,Airline_Multiple carriers,Airline_GoAir,Airline_Vistara,Airline_Air Asia,Airline_Vistara Premium economy,Airline_Jet Airways Business,Airline_Multiple carriers Premium economy,Airline_Trujet,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai,Destination_New Delhi,Destination_Banglore,Destination_Cochin,Destination_Kolkata,Destination_Delhi,Destination_Hyderabad,Date,Month,Year,Dep_Hour,Dep_min,Arrival_hour,Arrival_min,dur_hour,dur_min,Stops,Price
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,6,2019,20,0,8,15,12,15,1,14939
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,6,2019,20,55,4,25,7,30,1,10262
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,5,2019,14,35,14,35,24,0,1,6528
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2019,6,10,8,55,2,45,0,6121
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,5,2019,19,30,4,25,8,55,2,13029
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,3,2019,11,40,18,50,7,10,1,11421
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,3,2019,4,45,19,15,14,30,1,7574
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,5,2019,12,55,19,15,30,20,2,11596
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,5,2019,23,5,19,0,19,55,2,15129
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18,3,2019,14,5,5,5,15,0,1,13555
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,4,2019,18,55,21,50,2,55,0,5780
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,5,2019,20,20,9,5,12,45,1,9397
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,2019,18,15,4,25,10,10,1,17024
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,6,2019,7,0,12,55,5,55,1,5281
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,5,2019,7,5,22,30,15,25,1,10348
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,2019,17,20,9,25,16,5,1,12677
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,2019,15,25,1,35,10,10,1,15147
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,6,2019,7,0,9,40,2,40,0,4668
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,5,2019,7,5,19,0,11,55,1,15554
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,4,2019,5,55,8,35,2,40,0,3971
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,5,2019,15,0,16,25,1,25,0,3100
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,2019,20,0,10,5,14,5,1,9663
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2019,23,0,19,15,20,15,1,27430
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,5,2019,5,15,7,40,2,25,0,3540
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,5,2019,12,0,11,10,23,10,2,10676
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,6,2019,14,5,8,15,18,10,1,13044
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,2019,20,0,12,0,16,0,1,14388
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,6,2019,4,0,6,50,2,50,0,3943
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,6,2019,14,45,17,5,2,20,0,3597
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,3,2019,11,50,19,50,8,0,1,5932
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,6,2019,11,30,4,25,16,55,1,10262
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,5,2019,14,40,17,50,3,10,0,6216
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,6,2019,20,25,23,10,2,45,0,4804
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,5,2019,11,30,1,30,14,0,1,14067
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,5,2019,19,10,19,0,23,50,2,15129
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,6,2019,6,45,4,25,21,40,2,13376
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,6,2019,22,0,19,15,21,15,2,10441
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,5,2019,6,0,8,45,2,45,0,4030
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,2019,8,0,18,50,10,50,1,17024
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,4,2019,17,30,1,30,8,0,1,13017
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,6,2019,23,30,7,45,8,15,1,6686
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,6,2019,2,0,7,25,5,25,1,5636
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,6,2019,7,35,16,10,8,35,1,6442
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,5,2019,13,5,0,55,11,50,1,9486
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,5,2019,20,0,23,35,27,35,1,10844
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,6,2019,20,0,4,25,8,25,2,15318
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,2019,12,30,9,25,20,55,1,5117
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,6,2019,15,10,20,0,4,50,1,6147
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,6,2019,12,50,21,0,8,10,1,7005
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,2019,22,20,0,40,2,20,0,3873
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,3,2019,18,25,18,50,24,25,2,9270
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,6,2019,11,40,14,30,2,50,0,3898
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,5,2019,8,25,20,45,12,20,1,14781
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,5,2019,20,0,8,15,12,15,1,8586
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,5,2019,8,20,7,55,23,35,2,10697
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,6,2019,20,0,12,35,16,35,2,14300
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2019,18,55,21,45,2,50,0,8855
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,5,2019,16,30,18,15,25,45,1,10844
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,2019,2,15,4,25,26,10,1,17024
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,2019,9,35,14,25,28,50,1,9314
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24,3,2019,0,40,3,25,2,45,0,4777
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,6,2019,12,0,13,15,25,15,1,7662
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,5,2019,6,50,16,10,9,20,1,6442
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,6,2019,8,45,13,15,4,30,1,5264
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,5,2019,13,0,4,25,15,25,1,12898
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2019,13,55,15,25,1,30,0,6092
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,5,2019,5,55,8,35,2,40,0,3311
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,3,2019,19,15,4,25,9,10,1,6540
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,5,2019,1,30,4,15,2,45,0,3419
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,2019,14,0,12,35,22,35,1,5177
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,4,2019,18,5,21,10,3,5,0,8246
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,6,2019,9,35,21,5,11,30,1,14676
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,6,2019,11,30,21,0,9,30,1,13587
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,2019,21,10,9,20,12,10,1,9663
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,6,2019,16,30,10,5,17,35,1,13044
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,2019,20,25,1,30,5,5,1,5073
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,5,2019,17,0,18,50,25,50,1,9345
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,2019,14,5,10,5,20,0,1,9663
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,5,2019,8,0,21,0,13,0,1,14277
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,2019,10,0,4,25,18,25,1,10262
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,3,2019,19,35,21,5,1,30,0,5678
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,5,2019,16,0,1,30,9,30,1,13727
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,2019,20,0,12,0,16,0,1,9663
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,5,2019,14,45,17,5,2,20,0,3858
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,6,2019,8,45,13,15,4,30,1,4812
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,6,2019,21,50,3,35,5,45,1,5775
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,6,2019,9,35,9,45,24,10,1,10539
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,6,2019,15,30,18,5,2,35,0,4804
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,6,2019,11,10,13,55,2,45,0,3383
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2019,12,10,17,5,4,55,1,8738
